gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,from,match
female,24,Asian-American,21,average,5,7,6,5,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Northern Virginia,0
female,29,Caucasian American,32,average,5,6,7,7,2,Caucasian American,"Social Science, Psychologist","Warsaw, Poland",0
male,26,Asian-American,21,sligthly_above,8,8,8,8,7,Asian-American,Business/Econ/Finance,new york,0
female,26,Hispanic American,24,average,8,8,7,8,4,Asian-American,Social Work,New Jersey,0
male,23,African American,22,average,6,6,4,3,4,Hispanic American,Law,California,0
female,30,Asian-American,24,average,8,10,7,9,3,Caucasian American,"Education, Academia",Hong Kong,0
male,27,Caucasian American,33,average,6,7,6,8,6,African American,Business/Econ/Finance,"Austin, TX",0
female,29,Asian-American,29,average,7,6,5,6,7,Asian-American,"Education, Academia",philippines,0
male,28,Hispanic American,24,sligthly_above,10,10,8,9,6,Caucasian American,Business/Econ/Finance,Colombia,0
male,28,African American,26,average,5,6,7,7,7,Asian-American,Political Science/International Affairs,New York City,0
male,23,Caucasian American,26,average,4,6,4,5,6,Caucasian American,Law,Philadelphia,0
female,27,Asian-American,21,average,4,7,4,8,2,Caucasian American,"Education, Academia",Southern California,0
male,23,Other,23,above,7,8,8,9,7,Caucasian American,Law,New York,0
female,28,Caucasian American,31,above,8,8,7,8,7,Caucasian American,Political Science/International Affairs,Bulgaria,0
female,27,Caucasian American,29,sligthly_above,8,8,7,8,7,African American,Business/Econ/Finance,NYC,0
male,24,Caucasian American,24,sligthly_above,9,8,7,6,5,Hispanic American,Business/Econ/Finance,Spain,0
male,26,Caucasian American,27,sligthly_above,8,7,7,6,8,Asian-American,"Education, Academia",Minnesota,0
female,28,Caucasian American,22,sligthly_above,6,7,5,8,7,Caucasian American,Political Science/International Affairs,Minneapolis,0
female,26,Caucasian American,29,average,7,7,4,6,3,Asian-American,"Social Science, Psychologist",New York,0
female,38,Caucasian American,31,average,5,5,5,5,5,Caucasian American,Business/Econ/Finance,"NYC, San Francisco",0
female,26,Asian-American,26,sligthly_above,6,5,5,4,6,Caucasian American,Biological Sciences/Chemistry/Physics,Maryland,0
male,26,Caucasian American,23,below,2,2,2,2,1,Caucasian American,Business/Econ/Finance,Long Island,0
female,23,Caucasian American,26,average,5,5,9,7,6,Caucasian American,Law,California,0
male,23,Asian-American,26,average,10,9,7,6,5,African American,Engineering,"nashville, TN",0
female,25,Asian-American,26,average,8,5,3,3,3,Asian-American,History/Religion/Philosophy,"Taipei, Taiwan",0
male,27,Caucasian American,22,average,8,8,5,7,4,Asian-American,Business/Econ/Finance,Argentina,0
male,25,Caucasian American,24,average,6,7,7,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,"Las Vegas, Nevada",0
female,30,Hispanic American,26,sligthly_above,8,7,8,8,5,Asian-American,Fine Arts/Arts Administration,Mexico,0
female,36,Caucasian American,28,average,7,7,6,6,5,Asian-American,English/Creative Writing/Journalism,New York,0
male,29,Asian-American,24,sligthly_above,7,7,7,7,7,Other,Political Science/International Affairs,J.P. Morgan,0
male,28,African American,26,average,7,7,6,6,6,Asian-American,Political Science/International Affairs,New York City,0
male,28,Caucasian American,21,above,9,10,9,10,6,Asian-American,Business/Econ/Finance,New York,0
male,27,Hispanic American,33,average,6,7,6,7,0,Hispanic American,Business/Econ/Finance,Miami,0
male,22,Caucasian American,27,average,8,8,6,7,7,Asian-American,Math,NJ,0
male,27,Other,22,average,8,8,8,9,8,African American,Law,Uruguay,0
male,29,Asian-American,25,average,9,9,6,9,2,Asian-American,Math,Korea,0
female,25,Caucasian American,23,average,6,6,6,6,6,Caucasian American,Biological Sciences/Chemistry/Physics,Baltimore,0
male,30,African American,28,average,8,7,5,8,3,Caucasian American,Political Science/International Affairs,New York City,0
female,27,Caucasian American,29,sligthly_above,8,7,7,7,5,Caucasian American,Business/Econ/Finance,Israel,0
female,23,Caucasian American,27,sligthly_above,7,9,7,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,PA,0
female,25,Hispanic American,23,sligthly_above,8,8,7,9,6,Caucasian American,Political Science/International Affairs,New York Area/ New Jersey,0
male,28,Caucasian American,23,below,8,7,3,7,3,Caucasian American,History/Religion/Philosophy,Wash DC (4 yrs),0
male,22,Asian-American,21,average,6,7,6,6,1,Caucasian American,Business/Econ/Finance,Maryland,0
female,33,African American,24,average,7,7,6,7,10,Caucasian American,Film,Chicago,0
female,23,Asian-American,28,sligthly_above,10,8,4,5,4,African American,Biological Sciences/Chemistry/Physics,Toronto,0
male,28,Caucasian American,33,sligthly_above,9,9,8,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,"Buffalo, NY",0
male,25,Caucasian American,27,sligthly_above,8,8,8,6,3,Asian-American,Political Science/International Affairs,Singapore,0
female,23,Caucasian American,23,average,7,6,4,6,7,Asian-American,"Social Science, Psychologist",New York,0
male,29,Caucasian American,29,average,6,6,5,5,6,Other,Business/Econ/Finance,Wisconsin,0
male,30,Caucasian American,27,below,2,9,2,7,1,Asian-American,Business/Econ/Finance,UK,0
male,27,Hispanic American,23,average,4,6,5,10,4,Caucasian American,Political Science/International Affairs,New York,0
male,27,Hispanic American,27,average,8,6,7,6,6,Asian-American,Business/Econ/Finance,Miami,0
male,23,Caucasian American,23,average,7,6,5,6,6,Caucasian American,Law,Philadelphia,0
female,25,Caucasian American,22,sligthly_above,7,8,5,5,4,Caucasian American,Math,Brazil,0
male,26,Asian-American,31,sligthly_above,7,7,7,7,7,African American,Business/Econ/Finance,Baltimore,0
male,24,Caucasian American,22,slightly_below,6,7,6,4,3,Hispanic American,Business/Econ/Finance,Spain,0
male,28,Caucasian American,32,sligthly_above,5,6,7,5,7,Hispanic American,Law,New York,0
female,28,Other,28,below,9,9,8,8,6,Caucasian American,Social Work,Hawaii,0
male,25,Asian-American,28,average,5,6,6,7,4,Asian-American,Math,Queens,0
female,21,Caucasian American,22,above,10,10,10,10,10,Other,Business/Econ/Finance,"Long Island, NY",0
male,32,Caucasian American,33,average,6,6,5,7,6,Asian-American,Engineering,"boston, ma",0
male,24,Caucasian American,25,average,8,8,5,4,6,Asian-American,Film,New Jersey,0
female,24,Other,28,average,8,8,5,4,3,Caucasian American,Political Science/International Affairs,Berkeley,0
male,27,Caucasian American,31,below,8,8,7,8,5,African American,Business/Econ/Finance,San Francisco,0
female,26,Hispanic American,32,below,6,5,6,5,4,Caucasian American,Social Work,New Jersey,0
female,22,Caucasian American,26,average,8,9,6,9,8,Caucasian American,Math,Vestal,0
male,27,Caucasian American,26,above,8,8,8,8,8,Hispanic American,Business/Econ/Finance,Chicago,0
female,23,Caucasian American,25,average,6,8,7,8,4,Asian-American,Law,Boston,0
male,22,Caucasian American,21,sligthly_above,6,6,5,5,5,Caucasian American,Law,England,0
female,26,Caucasian American,26,average,7,7,7,6,6,Asian-American,Business/Econ/Finance,Texas & Boston,0
male,20,Asian-American,21,average,10,5,2,2,4,Caucasian American,Engineering,"India, Holland",0
male,25,Caucasian American,27,sligthly_above,2,6,5,8,3,Asian-American,Other,France,0
male,24,Hispanic American,24,average,7,6,5,6,4,Asian-American,"Social Science, Psychologist",Mexico,0
female,27,Asian-American,22,sligthly_above,10,7,3,10,4,Hispanic American,Biological Sciences/Chemistry/Physics,China,0
female,23,Caucasian American,25,above,9,10,10,9,9,Other,Biological Sciences/Chemistry/Physics,New Jersey,0
male,26,Caucasian American,23,sligthly_above,9,9,6,5,5,Caucasian American,Engineering,Greece,0
female,24,Other,23,average,9,8,6,7,5,Asian-American,Social Work,California,0
female,33,Caucasian American,22,average,6,5,4,5,5,Caucasian American,Law,Albania,0
male,30,Caucasian American,24,sligthly_above,8,7,6,7,6,Other,Business/Econ/Finance,France,0
female,22,Asian-American,23,slightly_below,7,8,2,3,4,Asian-American,Engineering,China,0
female,30,African American,24,sligthly_above,6,7,7,7,5,Asian-American,Biological Sciences/Chemistry/Physics,alabama,0
female,26,Hispanic American,27,average,5,6,5,6,7,Caucasian American,Political Science/International Affairs,New Mexico,0
male,24,Hispanic American,24,average,7,7,7,7,2,Caucasian American,"Social Science, Psychologist",Mexico,0
male,26,Caucasian American,25,sligthly_above,8,8,8,7,7,Caucasian American,Business/Econ/Finance,"Woburn, MA",0
female,21,Asian-American,28,average,7,7,7,9,7,Caucasian American,"Social Science, Psychologist",Hong Kong,0
male,30,Asian-American,26,average,8,7,5,6,5,African American,Business/Econ/Finance,SOUTH KOREA,0
female,26,Caucasian American,28,above,10,9,10,9,6,Caucasian American,Engineering,New Jersey,0
female,25,Caucasian American,27,average,7,7,6,6,6,Asian-American,Biological Sciences/Chemistry/Physics,Texas,0
male,26,Caucasian American,35,average,6,8,7,8,8,Hispanic American,Business/Econ/Finance,Long Island,0
male,30,Caucasian American,30,average,5,8,5,5,7,Hispanic American,Business/Econ/Finance,"Milan, Italy",0
female,27,Caucasian American,28,average,6,6,6,5,5,Caucasian American,Social Work,new york,0
female,35,Asian-American,27,sligthly_above,6,5,4,4,4,Caucasian American,"Education, Academia",Taiwan,0
female,22,Caucasian American,27,sligthly_above,7,9,8,3,5,Caucasian American,English/Creative Writing/Journalism,"Buffalo, NY",0
female,25,Other,28,average,8,9,8,6,7,Caucasian American,"Education, Academia",Washington State,0
female,29,Other,29,average,9,9,8,7,8,Hispanic American,"Education, Academia",Taiwan,0
male,30,Caucasian American,23,sligthly_above,6,6,5,6,5,Caucasian American,Political Science/International Affairs,Detroit,0
female,25,African American,27,average,9,9,8,8,6,Asian-American,Biological Sciences/Chemistry/Physics,"Kansas City, Missouri",0
male,30,Caucasian American,27,average,9,7,6,7,6,Asian-American,Business/Econ/Finance,"Milan, Italy",0
female,23,Caucasian American,25,average,10,10,8,10,5,Asian-American,"Social Science, Psychologist",New York,0
female,26,Asian-American,27,below,6,5,5,3,7,Asian-American,Engineering,India/Venezuela,0
male,26,Asian-American,23,below,9,8,2,5,2,Caucasian American,Engineering,California,0
male,27,Caucasian American,29,sligthly_above,7,7,6,7,6,Asian-American,Business/Econ/Finance,Boston,0
female,23,Caucasian American,23,above,8,8,8,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,New Jersey,0
male,26,Caucasian American,32,average,8,7,5,5,4,Hispanic American,Business/Econ/Finance,Long Island,0
male,27,Caucasian American,28,below,7,8,3,3,3,Caucasian American,History/Religion/Philosophy,Los Angeles,0
male,24,Caucasian American,28,average,9,5,3,6,3,Caucasian American,Law,New Jersey,0
male,27,Asian-American,24,average,8,9,7,9,8,Hispanic American,Biological Sciences/Chemistry/Physics,New Jersey,0
female,24,Caucasian American,24,above,10,10,10,7,8,Hispanic American,Law,Alabama,0
female,22,Caucasian American,27,sligthly_above,8,7,8,7,8,Caucasian American,"Social Science, Psychologist",Manhattan,0
male,28,Caucasian American,26,above,8,8,7,9,9,Hispanic American,Business/Econ/Finance,New York,0
female,23,Caucasian American,30,sligthly_above,6,8,6,6,4,Hispanic American,Biological Sciences/Chemistry/Physics,England,0
male,24,Hispanic American,23,average,4,4,5,5,6,Caucasian American,"Social Science, Psychologist",Mexico,0
female,21,Caucasian American,27,average,8,8,8,7,6,Caucasian American,Law,Bowdoin College,0
female,22,African American,29,below,6,6,5,6,5,Asian-American,Law,New Jersey,0
male,27,Asian-American,23,below,5,6,4,5,5,Asian-American,Business/Econ/Finance,India,0
female,24,Caucasian American,27,sligthly_above,10,10,7,7,8,Caucasian American,History/Religion/Philosophy,New Jersey,0
male,29,Asian-American,27,sligthly_above,7,8,8,8,3,Asian-American,Business/Econ/Finance,Singapore,0
male,30,Caucasian American,29,below,2,2,3,2,2,Hispanic American,Business/Econ/Finance,Germany,0
male,23,Asian-American,23,average,10,8,8,8,4,Asian-American,Engineering,"nashville, TN",0
male,27,Asian-American,22,average,9,9,7,8,5,Caucasian American,Business/Econ/Finance,India,0
male,28,Caucasian American,28,below,7,7,4,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,Greece,0
male,33,Asian-American,24,average,9,7,3,7,3,Asian-American,Engineering,"Cambridge, MA",0
female,26,Asian-American,28,sligthly_above,6,5,5,6,3,Asian-American,Biological Sciences/Chemistry/Physics,Taiwan,0
male,23,Caucasian American,24,sligthly_above,5,9,9,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,Maryland,0
female,28,Asian-American,30,sligthly_above,6,7,5,7,5,Caucasian American,English/Creative Writing/Journalism,working,0
female,28,Other,23,average,5,6,5,4,0,Asian-American,Social Work,Hawaii,0
male,29,Caucasian American,23,average,6,7,5,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,czech republic,0
female,35,Hispanic American,28,sligthly_above,7,7,7,7,5,Asian-American,Business/Econ/Finance,Panama,0
female,23,Caucasian American,30,sligthly_above,6,4,8,8,4,Caucasian American,Law,California,0
female,30,Asian-American,29,average,7,7,6,5,5,Other,"Education, Academia",New York City,0
female,23,Caucasian American,30,average,6,7,6,4,4,Caucasian American,English/Creative Writing/Journalism,Kansas,0
male,29,Hispanic American,25,average,3,9,10,9,7,Hispanic American,Business/Econ/Finance,New Jersey,0
female,22,Asian-American,22,average,10,10,7,9,3,Caucasian American,Engineering,China,0
female,27,Asian-American,26,below,6,4,3,4,5,Asian-American,"Education, Academia",Southern California,0
female,32,Caucasian American,30,average,5,6,4,5,5,Asian-American,Biological Sciences/Chemistry/Physics,New York,0
female,27,Caucasian American,23,sligthly_above,6,7,9,8,2,Asian-American,Social Work,new york,0
male,29,Caucasian American,25,sligthly_above,7,8,8,7,7,Caucasian American,Business/Econ/Finance,Chicago,0
male,29,Hispanic American,24,below,7,7,5,4,2,Asian-American,Business/Econ/Finance,Mexico,0
male,22,Caucasian American,28,average,6,5,6,5,6,Asian-American,Math,NJ,0
male,26,Asian-American,23,sligthly_above,10,9,9,9,8,Caucasian American,Political Science/International Affairs,India,0
female,24,Caucasian American,22,average,6,6,5,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,Minnesota,0
female,23,African American,30,average,7,7,6,6,6,Caucasian American,Law,New York,0
male,25,Caucasian American,26,average,4,4,5,5,4,Asian-American,Biological Sciences/Chemistry/Physics,"brooklyn, ny",0
female,30,Asian-American,27,above,8,10,7,7,7,Caucasian American,"Education, Academia",New York City,0
male,20,Asian-American,29,below,7,2,3,3,3,Asian-American,Political Science/International Affairs,Philippines,0
male,30,Caucasian American,30,average,5,7,7,5,4,Hispanic American,Business/Econ/Finance,"Genova, Italy",0
female,20,African American,22,average,6,8,7,7,7,Asian-American,Business/Econ/Finance,New York,0
female,23,Caucasian American,23,sligthly_above,3,5,5,3,2,Caucasian American,Social Work,California,0
male,24,Caucasian American,24,average,8,8,7,7,7,Caucasian American,Law,New Jersey,0
female,29,Other,24,sligthly_above,9,8,7,6,6,Other,"Education, Academia",Taiwan,0
female,26,Asian-American,28,average,2,6,2,7,2,Asian-American,Biological Sciences/Chemistry/Physics,"Katonah, NY (more recently, Boston)",0
female,25,Caucasian American,30,above,9,9,9,9,6,African American,"Social Science, Psychologist",New Jersey,0
female,26,Caucasian American,29,above,10,10,9,10,5,Caucasian American,English/Creative Writing/Journalism,"New York, NY",0
male,28,Caucasian American,23,average,7,6,4,4,4,Caucasian American,History/Religion/Philosophy,Wash DC (4 yrs),0
male,24,Other,26,sligthly_above,7,8,6,8,6,Hispanic American,Law,Philadelphia,0
female,23,Asian-American,27,average,7,7,7,5,3,Caucasian American,Political Science/International Affairs,New Jersey,0
female,28,Caucasian American,32,above,9,7,8,8,9,Caucasian American,English/Creative Writing/Journalism,Texas,0
male,23,Asian-American,23,average,8,8,7,4,2,Caucasian American,Engineering,San Francisco,0
male,23,Caucasian American,28,average,5,5,6,3,4,Asian-American,Biological Sciences/Chemistry/Physics,colorado,0
male,30,Caucasian American,23,sligthly_above,7,8,7,10,6,Asian-American,Business/Econ/Finance,France,0
female,23,Caucasian American,28,average,5,4,3,2,1,Asian-American,Social Work,New York,0
male,22,Caucasian American,30,average,5,5,5,8,5,Other,Law,New York City,0
male,27,Caucasian American,30,sligthly_above,9,10,6,10,6,African American,History/Religion/Philosophy,Los Angeles,0
