"age","workclass","educatoin_num","marital_status","occupation","race","sex","hours_per_week","income"
30,"Private",12,"Married","Service","White","Female",25,">50K"
27,"Private",10,"Single","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
33,"Private",14,"Married","Professional","White","Male",50,">50K"
34,"Government",9,"Single","Blue-Collar","Black","Male",60,"<=50K"
34,"Government",10,"Single","Service","White","Female",40,"<=50K"
23,"Private",10,"Married","White-Collar","White","Male",40,"<=50K"
42,"Government",10,"Married","White-Collar","White","Female",40,"<=50K"
29,"Private",13,"Single","Professional","White","Male",40,"<=50K"
45,"Private",9,"Divorced","White-Collar","White","Female",28,"<=50K"
24,"Government",9,"Single","Other/Unknown","White","Male",40,"<=50K"
44,"Private",10,"Married","Professional","White","Male",40,">50K"
27,"Private",5,"Single","Blue-Collar","White","Male",40,"<=50K"
20,"Private",10,"Single","Sales","White","Male",35,"<=50K"
44,"Private",9,"Widowed","White-Collar","Black","Female",40,"<=50K"
51,"Private",9,"Married","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
20,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
17,"?",7,"Single","?","White","Female",5,"<=50K"
19,"Private",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
45,"Self-Employed",10,"Married","Blue-Collar","White","Male",55,">50K"
60,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
42,"Private",12,"Married","White-Collar","Black","Male",40,">50K"
44,"Self-Employed",9,"Married","Sales","White","Female",40,">50K"
40,"Private",11,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,">50K"
30,"Private",9,"Married","White-Collar","White","Female",40,"<=50K"
38,"Private",10,"Married","Blue-Collar","Black","Male",50,"<=50K"
23,"Private",9,"Married","Blue-Collar","White","Male",60,"<=50K"
32,"?",10,"Married","?","White","Male",40,"<=50K"
44,"Private",12,"Single","Blue-Collar","White","Male",40,"<=50K"
54,"Government",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
32,"Private",13,"Married","Professional","White","Male",50,"<=50K"
50,"Private",2,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Private",13,"Single","Service","White","Female",20,"<=50K"
37,"Private",9,"Married","White-Collar","White","Female",60,"<=50K"
52,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
38,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
49,"Private",14,"Married","White-Collar","White","Male",45,">50K"
30,"Private",13,"Married","Service","White","Female",16,">50K"
60,"Private",10,"Single","Professional","White","Male",40,">50K"
22,"?",10,"Single","?","White","Male",40,"<=50K"
35,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
30,"Private",9,"Single","Blue-Collar","White","Male",60,"<=50K"
67,"Private",11,"Divorced","Service","White","Female",24,"<=50K"
46,"Private",13,"Single","Blue-Collar","White","Female",40,"<=50K"
17,"Private",5,"Single","Service","White","Male",6,"<=50K"
22,"Private",10,"Single","Blue-Collar","White","Male",30,"<=50K"
27,"Private",6,"Single","Service","White","Male",40,"<=50K"
23,"Private",9,"Single","Service","White","Female",35,"<=50K"
33,"Private",12,"Married","Blue-Collar","White","Male",45,"<=50K"
43,"Self-Employed",10,"Married","Blue-Collar","White","Male",20,"<=50K"
28,"Government",13,"Single","Professional","White","Male",20,"<=50K"
41,"Private",9,"Married","Blue-Collar","White","Female",40,"<=50K"
52,"?",8,"Single","?","Black","Male",40,"<=50K"
25,"Private",10,"Married","White-Collar","Black","Female",20,"<=50K"
63,"?",2,"Married","?","White","Male",35,"<=50K"
59,"Government",9,"Married","Blue-Collar","White","Male",45,"<=50K"
45,"Government",13,"Divorced","Professional","White","Female",40,"<=50K"
38,"Private",13,"Married","Sales","White","Male",60,">50K"
40,"Private",9,"Single","Service","White","Female",35,"<=50K"
46,"Government",9,"Divorced","White-Collar","White","Male",40,"<=50K"
35,"Private",12,"Single","White-Collar","White","Female",60,"<=50K"
34,"Private",9,"Divorced","Professional","White","Female",25,"<=50K"
33,"Private",13,"Single","Blue-Collar","White","Male",20,"<=50K"
41,"Private",9,"Divorced","White-Collar","White","Female",36,"<=50K"
20,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
23,"Private",3,"Single","Service","White","Male",40,"<=50K"
26,"Private",10,"Single","Professional","White","Female",35,"<=50K"
72,"?",9,"Married","?","White","Male",20,"<=50K"
23,"Government",9,"Single","Blue-Collar","White","Male",40,"<=50K"
62,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
52,"Private",10,"Married","White-Collar","White","Male",40,"<=50K"
58,"Private",10,"Divorced","Service","White","Female",42,"<=50K"
25,"Private",13,"Single","Sales","White","Female",40,"<=50K"
24,"Private",13,"Single","White-Collar","Black","Male",40,"<=50K"
19,"Private",10,"Single","Service","White","Male",8,"<=50K"
43,"Private",10,"Married","White-Collar","White","Male",40,"<=50K"
47,"Government",9,"Separated","White-Collar","Black","Female",40,"<=50K"
39,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
49,"Private",11,"Married","Blue-Collar","White","Male",42,"<=50K"
53,"?",3,"Widowed","?","Black","Female",30,"<=50K"
32,"Private",11,"Single","Blue-Collar","White","Male",45,"<=50K"
34,"Private",10,"Married","Professional","White","Male",50,">50K"
28,"Private",9,"Divorced","Blue-Collar","White","Male",45,"<=50K"
57,"?",11,"Widowed","?","White","Female",38,"<=50K"
25,"Private",10,"Single","White-Collar","Amer-Indian-Eskimo","Female",20,"<=50K"
20,"?",10,"Single","?","White","Male",24,"<=50K"
21,"?",10,"Single","?","White","Female",35,"<=50K"
34,"Private",13,"Married","Professional","White","Male",50,">50K"
38,"Self-Employed",13,"Married","White-Collar","White","Male",80,">50K"
50,"Private",9,"Married","White-Collar","White","Male",50,">50K"
24,"Government",10,"Divorced","Blue-Collar","Black","Male",50,"<=50K"
37,"Government",10,"Married","Service","White","Male",45,">50K"
44,"Private",10,"Divorced","Blue-Collar","White","Male",58,">50K"
28,"Private",10,"Married","Sales","White","Female",40,"<=50K"
42,"Private",13,"Married","White-Collar","White","Male",40,">50K"
74,"Private",10,"Divorced","White-Collar","White","Female",9,"<=50K"
38,"Self-Employed",9,"Married","Blue-Collar","White","Male",50,"<=50K"
44,"Self-Employed",14,"Married","Professional","White","Male",40,"<=50K"
44,"Private",7,"Divorced","Blue-Collar","Other","Female",46,"<=50K"
26,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
36,"Private",9,"Married","Service","Black","Male",40,"<=50K"
41,"Private",12,"Married","White-Collar","White","Female",50,">50K"
67,"Private",15,"Married","Professional","White","Male",48,">50K"
39,"Government",8,"Married","Service","White","Male",50,"<=50K"
57,"Private",2,"Widowed","Service","Black","Female",30,"<=50K"
29,"Private",11,"Separated","Blue-Collar","White","Male",40,"<=50K"
31,"Self-Employed",13,"Single","Blue-Collar","White","Female",45,"<=50K"
34,"?",9,"Single","?","Black","Female",40,"<=50K"
44,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
29,"Private",16,"Single","Professional","White","Male",40,"<=50K"
30,"Private",10,"Single","Blue-Collar","White","Female",40,"<=50K"
27,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
27,"Private",10,"Married","Sales","White","Male",50,"<=50K"
32,"Private",9,"Single","Blue-Collar","White","Female",45,"<=50K"
58,"Private",6,"Married","Service","White","Female",8,"<=50K"
35,"Government",10,"Married","Service","White","Male",40,"<=50K"
21,"Private",9,"Single","Blue-Collar","White","Male",36,"<=50K"
28,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
46,"Self-Employed",10,"Divorced","White-Collar","White","Male",50,"<=50K"
36,"Self-Employed",9,"Separated","Service","White","Female",40,"<=50K"
72,"Private",7,"Widowed","White-Collar","White","Female",40,"<=50K"
35,"Private",9,"Married","Blue-Collar","Black","Female",40,"<=50K"
33,"Government",11,"Divorced","Blue-Collar","Black","Female",40,">50K"
69,"Private",7,"Single","Blue-Collar","White","Female",40,"<=50K"
35,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
31,"Private",9,"Separated","White-Collar","White","Female",20,"<=50K"
34,"Private",9,"Married","Service","White","Female",32,"<=50K"
30,"Private",7,"Married","Service","White","Male",40,"<=50K"
28,"Private",13,"Single","Blue-Collar","White","Male",55,"<=50K"
54,"Private",13,"Married","Sales","White","Male",35,">50K"
47,"Private",10,"Married","Professional","White","Male",50,">50K"
24,"Private",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
52,"Self-Employed",13,"Married","Professional","White","Male",60,">50K"
20,"Private",9,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",48,"<=50K"
43,"Self-Employed",14,"Married","White-Collar","White","Male",45,"<=50K"
45,"Private",4,"Separated","Service","White","Female",40,"<=50K"
29,"Self-Employed",9,"Separated","Blue-Collar","White","Male",35,"<=50K"
47,"Private",14,"Divorced","White-Collar","White","Male",42,"<=50K"
24,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
51,"Private",9,"Married","Professional","White","Male",40,"<=50K"
17,"Private",7,"Single","Sales","White","Male",12,"<=50K"
37,"Private",11,"Married","Blue-Collar","White","Male",40,">50K"
27,"Private",16,"Single","Professional","White","Female",70,"<=50K"
29,"Private",13,"Married","White-Collar","White","Male",40,">50K"
18,"?",8,"Single","?","White","Male",25,"<=50K"
36,"Self-Employed",12,"Divorced","Sales","White","Female",35,"<=50K"
58,"Government",13,"Single","Professional","White","Female",40,"<=50K"
26,"Self-Employed",10,"Married","Blue-Collar","White","Male",45,"<=50K"
65,"?",10,"Married","?","White","Male",30,">50K"
57,"Private",9,"Married","Sales","White","Male",40,">50K"
59,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
31,"Self-Employed",13,"Single","Service","White","Male",40,"<=50K"
21,"Private",10,"Single","Sales","White","Female",24,"<=50K"
29,"Private",10,"Single","White-Collar","White","Male",60,"<=50K"
18,"Private",7,"Single","Service","White","Male",40,"<=50K"
52,"Private",6,"Married","Blue-Collar","White","Male",47,">50K"
57,"Self-Employed",13,"Divorced","Professional","White","Male",80,"<=50K"
42,"?",9,"Married","?","White","Male",40,"<=50K"
55,"?",9,"Married","?","Asian-Pac-Islander","Female",40,"<=50K"
60,"Private",4,"Single","Blue-Collar","White","Male",48,">50K"
31,"Private",13,"Married","Professional","White","Male",40,">50K"
23,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
27,"Private",9,"Single","Sales","White","Male",40,"<=50K"
23,"?",10,"Single","?","Amer-Indian-Eskimo","Female",25,"<=50K"
42,"Self-Employed",15,"Married","Professional","White","Male",50,">50K"
25,"Private",10,"Single","Service","White","Male",40,"<=50K"
49,"Private",13,"Single","Professional","White","Female",45,"<=50K"
32,"Private",13,"Single","Service","White","Male",40,"<=50K"
19,"Private",10,"Single","White-Collar","White","Male",28,"<=50K"
60,"Private",4,"Divorced","Service","White","Female",40,"<=50K"
42,"Government",5,"Married","Service","White","Male",40,"<=50K"
35,"Self-Employed",12,"Single","Blue-Collar","White","Male",40,"<=50K"
48,"Private",9,"Single","White-Collar","Black","Female",37,"<=50K"
51,"Private",14,"Married","Blue-Collar","White","Male",40,">50K"
29,"Private",9,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
36,"Government",9,"Separated","White-Collar","Black","Male",40,"<=50K"
17,"Private",6,"Single","Service","White","Female",21,"<=50K"
52,"Private",14,"Divorced","Professional","White","Female",60,"<=50K"
24,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
24,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
26,"Government",13,"Single","Professional","White","Male",40,"<=50K"
27,"Private",13,"Single","Service","White","Female",20,"<=50K"
39,"Private",9,"Single","Blue-Collar","White","Male",60,"<=50K"
30,"Private",9,"Married","Blue-Collar","Black","Male",45,"<=50K"
50,"Self-Employed",9,"Married","White-Collar","White","Male",32,"<=50K"
52,"Self-Employed",13,"Married","Sales","White","Male",55,"<=50K"
46,"Private",15,"Married","Professional","White","Male",45,">50K"
23,"Private",13,"Single","Sales","White","Female",20,"<=50K"
45,"Private",7,"Widowed","Service","Black","Female",20,"<=50K"
65,"Private",5,"Widowed","Service","Black","Female",24,"<=50K"
29,"Private",11,"Married","Blue-Collar","White","Male",55,"<=50K"
47,"Private",5,"Married","Blue-Collar","White","Male",40,"<=50K"
30,"Private",9,"Single","Blue-Collar","Black","Male",60,"<=50K"
34,"Private",9,"Married","Sales","White","Male",45,">50K"
38,"Self-Employed",9,"Married","Sales","White","Male",64,"<=50K"
33,"Private",10,"Married","White-Collar","White","Male",40,">50K"
49,"Private",13,"Married","Sales","White","Male",26,">50K"
47,"Self-Employed",10,"Single","Service","Black","Female",40,"<=50K"
49,"Government",6,"Separated","Service","Black","Female",40,"<=50K"
43,"Private",10,"Married","Blue-Collar","White","Male",60,">50K"
30,"Private",13,"Married","White-Collar","Black","Female",40,">50K"
58,"Self-Employed",9,"Married","Blue-Collar","White","Male",60,"<=50K"
19,"Private",9,"Single","Service","White","Female",14,"<=50K"
21,"Private",13,"Single","Blue-Collar","White","Male",40,"<=50K"
33,"Private",13,"Married","White-Collar","White","Male",60,">50K"
47,"Self-Employed",3,"Married","Blue-Collar","White","Male",50,"<=50K"
52,"Self-Employed",16,"Married","Professional","White","Male",60,">50K"
26,"Private",9,"Divorced","Blue-Collar","White","Male",55,"<=50K"
60,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
21,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
36,"Private",10,"Married","Sales","White","Male",50,">50K"
31,"Private",10,"Married","Blue-Collar","White","Male",45,"<=50K"
50,"Self-Employed",16,"Separated","Professional","White","Male",40,">50K"
31,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
71,"Private",9,"Married","Blue-Collar","White","Male",15,"<=50K"
58,"?",9,"Married","?","White","Male",50,"<=50K"
30,"Government",13,"Married","Service","White","Male",40,">50K"
20,"Private",10,"Single","Service","White","Male",20,"<=50K"
24,"Private",9,"Single","White-Collar","White","Male",50,"<=50K"
35,"Private",16,"Married","Professional","Asian-Pac-Islander","Male",40,">50K"
38,"Government",10,"Separated","White-Collar","White","Female",45,"<=50K"
27,"Private",9,"Single","Blue-Collar","White","Female",32,"<=50K"
29,"Government",10,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
70,"?",5,"Widowed","?","White","Female",15,"<=50K"
34,"Private",9,"Married","Blue-Collar","White","Male",45,"<=50K"
44,"Private",4,"Married","Blue-Collar","White","Male",35,"<=50K"
43,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
44,"Self-Employed",8,"Married","Blue-Collar","Black","Male",40,">50K"
35,"Private",14,"Single","Sales","White","Male",60,"<=50K"
27,"Private",10,"Single","Professional","White","Male",40,"<=50K"
43,"Government",14,"Single","Professional","White","Male",38,"<=50K"
20,"Private",10,"Single","Sales","White","Female",25,"<=50K"
42,"Private",12,"Divorced","Professional","White","Female",40,">50K"
27,"Government",10,"Married","Blue-Collar","White","Male",40,"<=50K"
42,"Private",9,"Married","Blue-Collar","Black","Male",40,">50K"
20,"?",7,"Married","?","Asian-Pac-Islander","Female",40,"<=50K"
24,"Private",5,"Single","Blue-Collar","White","Male",40,"<=50K"
48,"Government",10,"Divorced","White-Collar","White","Male",40,"<=50K"
17,"?",7,"Single","?","White","Female",20,"<=50K"
17,"Self-Employed",7,"Single","Blue-Collar","White","Male",10,"<=50K"
33,"Private",13,"Married","White-Collar","White","Male",40,">50K"
50,"Self-Employed",9,"Married","Sales","White","Male",50,">50K"
22,"Private",9,"Single","Sales","White","Female",40,"<=50K"
17,"Private",8,"Single","Service","White","Male",16,"<=50K"
32,"Private",10,"Married","White-Collar","White","Male",40,"<=50K"
31,"Private",9,"Single","Blue-Collar","White","Male",45,"<=50K"
58,"Self-Employed",9,"Widowed","White-Collar","White","Male",50,"<=50K"
29,"Government",9,"Single","Service","White","Male",48,"<=50K"
37,"Private",11,"Married","Blue-Collar","White","Male",40,">50K"
34,"Self-Employed",9,"Married","Blue-Collar","White","Male",40,">50K"
23,"Government",10,"Separated","White-Collar","Black","Male",40,"<=50K"
18,"Government",7,"Single","White-Collar","White","Female",5,"<=50K"
34,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
66,"?",4,"Single","?","White","Male",4,"<=50K"
45,"Government",13,"Married","Professional","White","Female",55,"<=50K"
