gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,match
female,27,Asian-American,30,average,7,7,6,5,5,Caucasian American,"Social Science, Psychologist",0
female,27,Asian-American,22,average,6,8,5,8,3,Caucasian American,"Social Science, Psychologist",0
female,27,Asian-American,25,sligthly_above,7,8,7,7,6,Asian-American,"Social Science, Psychologist",0
female,27,Asian-American,23,sligthly_above,7,7,9,5,4,Caucasian American,"Social Science, Psychologist",0
female,27,Asian-American,21,average,7,7,7,6,5,Caucasian American,"Social Science, Psychologist",0
female,27,Asian-American,28,sligthly_above,9,9,8,9,7,Caucasian American,"Social Science, Psychologist",0
female,27,Asian-American,28,sligthly_above,8,8,7,8,6,Caucasian American,"Social Science, Psychologist",0
female,27,Asian-American,23,average,8,10,8,7,7,African American,"Social Science, Psychologist",0
female,30,Caucasian American,25,average,10,10,8,5,3,Asian-American,"Social Science, Psychologist",0
female,30,Caucasian American,23,average,10,10,8,10,6,Asian-American,"Social Science, Psychologist",0
female,30,Caucasian American,24,average,4,7,3,6,4,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,24,average,7,7,6,6,8,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,28,average,5,7,5,7,5,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,26,average,8,7,8,8,8,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,30,average,6,7,6,6,3,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,25,sligthly_above,7,8,8,8,7,Asian-American,"Social Science, Psychologist",0
female,30,Caucasian American,27,average,8,8,8,8,5,African American,"Social Science, Psychologist",0
female,30,Caucasian American,23,average,9,8,6,5,4,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,21,average,7,6,6,6,6,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,28,sligthly_above,9,9,7,9,7,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,28,average,8,8,7,7,7,Caucasian American,"Social Science, Psychologist",0
female,30,Caucasian American,23,average,9,9,8,8,7,African American,"Social Science, Psychologist",0
female,21,Asian-American,25,sligthly_above,7,6,8,6,4,Asian-American,Business/Econ/Finance,0
female,21,Asian-American,23,average,9,7,6,6,3,Asian-American,Business/Econ/Finance,0
female,21,Asian-American,24,average,5,5,6,7,2,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,24,sligthly_above,7,8,7,6,6,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,28,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,26,sligthly_above,7,7,9,8,7,Caucasian American,Business/Econ/Finance,1
female,21,Asian-American,30,average,6,7,7,7,6,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,22,sligthly_above,7,7,5,5,3,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,25,sligthly_above,8,7,6,7,6,Asian-American,Business/Econ/Finance,1
female,21,Asian-American,23,average,6,8,2,8,1,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,21,average,6,6,5,5,5,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,28,sligthly_above,8,8,8,8,7,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,28,sligthly_above,8,7,8,7,7,Caucasian American,Business/Econ/Finance,0
female,21,Asian-American,23,sligthly_above,9,10,9,10,9,African American,Business/Econ/Finance,0
female,25,Caucasian American,25,average,6,6,5,7,3,Asian-American,Math,0
female,25,Caucasian American,23,below,8,7,7,10,4,Asian-American,Math,0
female,25,Caucasian American,24,sligthly_above,4,7,3,7,5,Caucasian American,Math,0
female,25,Caucasian American,28,sligthly_above,6,7,6,7,7,Caucasian American,Math,1
female,25,Caucasian American,26,sligthly_above,8,8,6,9,8,Caucasian American,Math,1
female,25,Caucasian American,30,sligthly_above,5,6,5,6,4,Caucasian American,Math,0
female,25,Caucasian American,22,sligthly_above,7,8,5,5,4,Caucasian American,Math,0
female,25,Caucasian American,25,sligthly_above,8,10,5,6,5,Asian-American,Math,1
female,25,Caucasian American,23,sligthly_above,4,8,1,7,1,Caucasian American,Math,0
female,25,Caucasian American,21,sligthly_above,7,8,6,6,5,Caucasian American,Math,0
female,25,Caucasian American,28,sligthly_above,7,8,8,8,6,Caucasian American,Math,1
female,25,Caucasian American,28,sligthly_above,8,9,7,8,7,Caucasian American,Math,0
female,25,Caucasian American,23,sligthly_above,8,8,9,9,8,African American,Math,0
female,26,Caucasian American,25,average,8,9,7,8,4,Asian-American,Math,0
female,26,Caucasian American,24,average,5,5,4,5,4,Caucasian American,Math,0
female,26,Caucasian American,24,sligthly_above,7,7,5,6,7,Caucasian American,Math,0
female,26,Caucasian American,28,sligthly_above,7,8,7,7,7,Caucasian American,Math,0
female,26,Caucasian American,26,average,7,8,6,9,7,Caucasian American,Math,0
female,26,Caucasian American,30,average,6,6,5,8,4,Caucasian American,Math,0
female,26,Caucasian American,22,average,8,7,7,9,4,Caucasian American,Math,0
female,26,Caucasian American,25,sligthly_above,8,7,7,10,5,Asian-American,Math,1
female,26,Caucasian American,23,average,6,8,5,5,2,Caucasian American,Math,1
female,26,Caucasian American,21,average,6,6,7,5,5,Caucasian American,Math,0
female,26,Caucasian American,28,sligthly_above,8,8,7,8,6,Caucasian American,Math,0
female,26,Caucasian American,28,above,8,7,6,7,6,Caucasian American,Math,0
female,26,Caucasian American,23,average,9,9,8,9,7,African American,Math,0
female,27,Caucasian American,25,average,6,8,7,6,3,Asian-American,"Social Science, Psychologist",0
female,27,Caucasian American,24,average,6,7,3,6,4,Caucasian American,"Social Science, Psychologist",0
female,27,Caucasian American,24,average,5,6,5,7,5,Caucasian American,"Social Science, Psychologist",1
female,27,Caucasian American,28,average,7,6,6,5,6,Caucasian American,"Social Science, Psychologist",0
female,27,Caucasian American,26,average,8,9,8,9,7,Caucasian American,"Social Science, Psychologist",0
female,27,Caucasian American,22,below,6,6,5,4,4,Caucasian American,"Social Science, Psychologist",0
female,27,Caucasian American,25,average,8,8,6,8,3,Asian-American,"Social Science, Psychologist",0
female,27,Caucasian American,23,below,9,9,3,7,7,Caucasian American,"Social Science, Psychologist",0
female,27,Caucasian American,21,average,7,6,7,6,5,Caucasian American,"Social Science, Psychologist",1
female,27,Caucasian American,28,sligthly_above,8,8,7,8,7,Caucasian American,"Social Science, Psychologist",0
female,27,Caucasian American,28,average,8,7,6,8,6,Caucasian American,"Social Science, Psychologist",0
female,23,African American,25,sligthly_above,9,10,9,10,7,Asian-American,Law,0
female,23,African American,24,average,6,7,6,7,2,Caucasian American,Law,0
female,23,African American,24,sligthly_above,6,6,7,6,5,Caucasian American,Law,0
female,23,African American,28,average,6,7,9,7,7,Caucasian American,Law,0
female,23,African American,26,sligthly_above,8,8,10,8,7,Caucasian American,Law,0
female,23,African American,30,average,7,7,6,6,6,Caucasian American,Law,0
female,23,African American,25,sligthly_above,7,7,8,8,4,Asian-American,Law,1
female,23,African American,23,average,8,8,6,7,7,Caucasian American,Law,0
female,23,African American,21,sligthly_above,7,7,7,7,5,Caucasian American,Law,0
female,23,African American,28,average,9,9,8,9,6,Caucasian American,Law,0
female,23,African American,28,average,8,9,7,8,6,Caucasian American,Law,0
female,23,African American,23,sligthly_above,10,10,10,10,10,African American,Law,1
female,24,Hispanic American,25,below,10,9,10,4,4,Asian-American,Law,0
female,24,Hispanic American,23,average,9,8,6,6,5,Asian-American,Law,0
female,24,Hispanic American,24,below,7,7,7,5,3,Caucasian American,Law,0
female,24,Hispanic American,24,sligthly_above,5,5,5,5,4,Caucasian American,Law,0
female,24,Hispanic American,28,average,7,5,5,6,5,Caucasian American,Law,0
female,24,Hispanic American,26,average,8,7,9,7,6,Caucasian American,Law,0
female,24,Hispanic American,30,below,7,6,5,5,6,Caucasian American,Law,1
female,24,Hispanic American,22,below,5,5,6,5,3,Caucasian American,Law,0
female,24,Hispanic American,25,sligthly_above,8,7,8,4,5,Asian-American,Law,0
female,24,Hispanic American,23,slightly_below,8,8,8,8,9,Caucasian American,Law,0
female,24,Hispanic American,21,average,6,6,6,7,5,Caucasian American,Law,0
female,24,Hispanic American,28,average,8,8,7,9,6,Caucasian American,Law,0
female,24,Hispanic American,28,below,8,7,8,7,5,Caucasian American,Law,0
female,24,Hispanic American,23,average,9,10,9,10,9,African American,Law,0
male,30,Asian-American,21,average,8,7,5,9,5,Asian-American,Law,0
male,30,Asian-American,27,average,7,6,6,7,2,African American,Law,0
male,30,Asian-American,21,average,7,7,6,6,7,Asian-American,Law,0
male,30,Asian-American,25,average,8,8,6,8,5,Caucasian American,Law,0
male,30,Asian-American,23,below,5,5,3,5,2,Caucasian American,Law,0
male,30,Asian-American,26,below,6,5,4,5,2,Caucasian American,Law,0
male,30,Asian-American,23,sligthly_above,9,8,5,9,5,Caucasian American,Law,0
male,30,Asian-American,24,below,6,6,3,6,2,Caucasian American,Law,0
male,30,Asian-American,30,below,6,7,4,6,2,Caucasian American,Law,0
male,30,Asian-American,25,average,9,8,6,7,6,Caucasian American,Law,0
male,30,Asian-American,26,slightly_below,2,2,1,8,2,Caucasian American,Law,0
male,30,Asian-American,27,below,5,6,3,4,3,Caucasian American,Law,0
male,30,Asian-American,23,slightly_below,1,10,1,10,1,African American,Law,0
male,23,Asian-American,21,sligthly_above,9,8,8,7,6,Asian-American,Engineering,0
male,23,Asian-American,27,average,6,6,5,6,3,African American,Engineering,0
male,23,Asian-American,21,average,6,7,6,6,6,Asian-American,Engineering,0
male,23,Asian-American,25,average,7,8,7,9,7,Caucasian American,Engineering,0
male,23,Asian-American,23,below,5,5,3,7,3,Caucasian American,Engineering,0
male,23,Asian-American,22,slightly_below,4,6,2,6,1,Hispanic American,Engineering,0
male,23,Asian-American,26,below,5,8,5,8,3,Caucasian American,Engineering,0
male,23,Asian-American,23,average,7,8,7,8,7,Caucasian American,Engineering,0
male,23,Asian-American,24,average,5,6,5,6,4,Caucasian American,Engineering,0
male,23,Asian-American,30,average,8,6,6,6,5,Caucasian American,Engineering,0
male,23,Asian-American,21,average,4,5,6,7,6,Asian-American,Engineering,0
male,23,Asian-American,25,average,8,9,8,7,9,Caucasian American,Engineering,0
male,23,Asian-American,26,below,2,4,1,5,1,Caucasian American,Engineering,0
male,23,Asian-American,27,average,4,6,7,5,4,Caucasian American,Engineering,0
male,23,Asian-American,23,sligthly_above,8,10,7,7,7,African American,Engineering,0
male,24,Caucasian American,21,average,8,8,4,9,3,Asian-American,Business/Econ/Finance,0
male,24,Caucasian American,27,average,7,7,5,7,3,African American,Business/Econ/Finance,0
male,24,Caucasian American,21,average,7,8,6,6,7,Asian-American,Business/Econ/Finance,1
male,24,Caucasian American,25,average,5,10,4,10,4,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,23,below,6,7,1,7,2,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,22,slightly_below,6,7,6,4,3,Hispanic American,Business/Econ/Finance,0
male,24,Caucasian American,26,average,6,5,4,4,3,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,23,average,6,6,5,7,6,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,24,average,5,6,5,5,5,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,27,average,7,7,6,9,5,Asian-American,Business/Econ/Finance,0
male,24,Caucasian American,30,average,7,7,5,7,5,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,25,average,8,8,8,7,7,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,26,slightly_below,1,1,1,1,1,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,27,average,7,8,2,6,2,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,23,below,7,10,4,8,2,African American,Business/Econ/Finance,0
male,24,Caucasian American,24,sligthly_above,9,8,7,6,5,Hispanic American,Business/Econ/Finance,0
male,24,Caucasian American,21,sligthly_above,7,8,5,7,2,Asian-American,"Social Science, Psychologist",0
male,24,Caucasian American,27,average,8,8,7,7,6,African American,"Social Science, Psychologist",1
male,24,Caucasian American,21,sligthly_above,7,7,6,6,9,Asian-American,"Social Science, Psychologist",1
male,24,Caucasian American,25,average,7,9,7,9,3,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,23,below,8,7,6,6,4,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,22,slightly_below,3,4,2,2,1,Hispanic American,"Social Science, Psychologist",0
male,24,Caucasian American,26,average,6,7,4,5,2,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,22,sligthly_above,6,7,3,7,2,Caucasian American,"Social Science, Psychologist",1
male,24,Caucasian American,23,average,9,7,5,6,3,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,24,average,6,7,5,8,5,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,27,average,7,9,5,4,6,Asian-American,"Social Science, Psychologist",0
male,24,Caucasian American,30,average,6,6,2,5,7,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,21,average,6,5,4,5,3,Asian-American,"Social Science, Psychologist",0
male,24,Caucasian American,25,average,8,7,7,7,5,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,26,slightly_below,1,1,1,1,1,Caucasian American,"Social Science, Psychologist",0
male,24,Caucasian American,27,sligthly_above,6,8,6,9,6,Caucasian American,"Social Science, Psychologist",1
male,24,Caucasian American,23,average,10,7,4,5,7,African American,"Social Science, Psychologist",0
male,24,Caucasian American,24,average,7,7,4,5,1,Hispanic American,"Social Science, Psychologist",0
male,28,Caucasian American,21,average,8,8,6,8,4,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,27,average,7,7,4,6,6,African American,Business/Econ/Finance,1
male,28,Caucasian American,21,average,7,7,6,7,5,Asian-American,Business/Econ/Finance,1
male,28,Caucasian American,25,average,8,7,5,8,7,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,23,average,7,6,1,4,3,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,22,below,6,6,4,5,1,Hispanic American,Business/Econ/Finance,0
male,28,Caucasian American,26,average,6,5,3,3,3,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,22,average,8,7,4,7,2,Caucasian American,Business/Econ/Finance,1
male,28,Caucasian American,23,average,5,5,2,6,5,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,24,average,5,7,3,6,4,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,27,sligthly_above,8,9,5,9,6,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,30,average,6,7,3,7,3,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,21,average,5,6,5,6,5,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,25,sligthly_above,8,9,7,8,9,Caucasian American,Business/Econ/Finance,1
male,28,Caucasian American,26,below,2,5,2,8,4,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,27,average,4,7,4,5,2,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,23,average,6,8,3,8,3,African American,Business/Econ/Finance,0
male,28,Caucasian American,24,average,5,7,1,5,1,Hispanic American,Business/Econ/Finance,0
male,26,Caucasian American,21,average,8,8,6,8,5,Asian-American,Business/Econ/Finance,0
male,26,Caucasian American,27,sligthly_above,7,7,7,6,7,African American,Business/Econ/Finance,0
male,26,Caucasian American,21,sligthly_above,6,7,7,7,6,Asian-American,Business/Econ/Finance,0
male,26,Caucasian American,25,sligthly_above,8,8,6,10,6,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,23,sligthly_above,4,5,6,5,4,Caucasian American,Business/Econ/Finance,0
male,26,Caucasian American,22,sligthly_above,7,6,6,4,4,Hispanic American,Business/Econ/Finance,1
